Provinsi,Kabupaten,Nama SKPD,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,480,162.,2017-01-03,Etanol 70 % 100 ml,Botol,10,2625,26250
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2613,163.,2017-10-16,Etil Klorida Spray,Botol,155,125000,19375000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,529,164.,2017-01-03,Fenitoin Na 100 mg,Kapsul,100,146,14600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,165.,2017-01-03,Fenobarbital tablet 30 mg,Tablet,4573,70,320110
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,166.,2017-01-03,Fenobarbital tablet 30 mg,Tablet,400,77,30800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,167.,2017-01-03,Fenobarbital tablet 30 mg,Tablet,140,77,10780
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,168.,2017-01-03,Fenobarbital tablet 30 mg,Tablet,100,77,7700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,169.,2017-01-03,Fenobarbital tablet 30 mg,Tablet,100,77,7700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,170.,2017-11-30,Fenobarbital tablet 30 mg,Tablet,5000,43,215000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,548,171.,2017-01-03,Fenolgliserol TT 10 %,Botol,7,2500,17500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,548,172.,2017-04-18,Fenolgliserol TT 10 %,Botol,120,2246,269520
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,548,173.,2017-11-13,Fenolgliserol TT 10 %,Botol,900,2500,2250000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,567,174.,2017-06-21,Fitomenadion (Vitamin K) injeksi 2 mg/ml / Vitka Infant,ampul,818,4083,3339894
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,175.,2017-01-03,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,4027,698,2810846
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,176.,2017-01-03,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,3000,698,2094000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,177.,2017-01-03,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,100,698,69800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,178.,2017-06-21,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,1000,790,790000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,599,179.,2017-08-29,Furosemid inj 10 mg/ml,ampul,25,1804,45100
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,180.,2017-01-03,Furosemid tablet 40 mg,Tablet,7999,84,671916
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,181.,2017-01-03,Furosemid tablet 40 mg,Tablet,1000,84,84000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,182.,2017-01-03,Furosemid tablet 40 mg,Tablet,250,84,21000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,183.,2017-10-09,Furosemid tablet 40 mg,Tablet,3000,84,252000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,613,184.,2017-01-03,Gameksan lotion /Peditok,Botol,1,3850,3850
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,613,185.,2017-01-03,Gameksan lotion /Peditok,Botol,13,5000,65000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,614,186.,2017-01-03,Garam Oralit,Sachset,13589,274,3723386
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,614,187.,2017-11-30,Garam Oralit,Sachset,22500,273,6142500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,582,188.,2017-11-30,"Gentamisin Salep Kulit 0,1 %",Tube,996,2111,2102556
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,582,189.,2017-12-15,"Gentamisin Salep Kulit 0,1 %",Tube,1499,2551,3823949
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,582,190.,2017-12-15,"Gentamisin Salep Kulit 0,1 %",Tube,1,2851,2851
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2660,191.,2017-11-30,"Gentamisin Salep Mata 0,3% / GENOINT",Tube,2000,3400,6800000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,570,192.,2017-02-17,"Gentamisin Sulfat TM 0,3 %",Botol,4,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,561,193.,2017-01-03,Gentian Violet larutan 1 %,Botol,13,3919,50947
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,561,194.,2017-09-19,Gentian Violet larutan 1 %,Botol,100,1673,167300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,561,195.,2017-11-06,Gentian Violet larutan 1 %,Botol,800,2858,2286400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,561,196.,2017-11-30,Gentian Violet larutan 1 %,Botol,300,2510,753000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,550,197.,2017-11-06,Glibenklamid 5 mg,Tablet,49480,106,5244880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,543,198.,2017-11-30,Glimepirid 1 mg,Tablet,750,194,145500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,532,199.,2017-10-02,Glimepirid 2 mg,Tablet,5383,231,1243473
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,532,200.,2017-12-11,Glimepirid 2 mg,Tablet,15000,231,3465000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,503,201.,2017-01-03,Glimepirid 4 mg,Tablet,2,441,882
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,202.,2017-02-09,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,78,177,13806
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,203.,2017-11-30,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,54000,33,1782000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,204.,2017-12-11,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,500,177,88500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,205.,2017-12-11,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,1,8871,8871
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,206.,2017-12-11,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,14499,171,2479329
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,483,207.,2017-01-03,Gliserin,Botol,25,5867,146675
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,483,208.,2017-01-03,Gliserin,Botol,4,5867,23468
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,479,209.,2017-01-03,Glukosa larutan infus 5%,Botol,1096,5720,6269120
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,479,210.,2017-01-03,Glukosa larutan infus 5%,Botol,8,5720,45760
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,479,211.,2017-01-03,Glukosa larutan infus 5%,Botol,800,6900,5520000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,490,212.,2017-01-03,Griseofulvin 125 mg,Tablet,888,224,198912
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,490,213.,2017-01-03,Griseofulvin 125 mg,Tablet,1000,224,224000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,490,214.,2017-01-03,Griseofulvin 125 mg,Tablet,260,224,58240
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,490,215.,2017-10-02,Griseofulvin 125 mg,Tablet,5000,263,1315000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2730,216.,2017-01-03,H2O2,Botol,165,20000,3300000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,496,217.,2017-01-03,"Haloperidol 0,5 mg",Tablet,3055,62,189410
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,496,218.,2017-01-03,"Haloperidol 0,5 mg",Tablet,400,62,24800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,496,219.,2017-01-03,"Haloperidol 0,5 mg",Tablet,500,62,31000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,496,220.,2017-10-02,"Haloperidol 0,5 mg",Tablet,15000,60,900000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,221.,2017-01-03,"Haloperidol 1,5 mg",Tablet,1051,76,79876
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,222.,2017-01-03,"Haloperidol 1,5 mg",Tablet,3000,76,228000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,223.,2017-01-03,"Haloperidol 1,5 mg",Tablet,699,76,53124
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,224.,2017-01-03,"Haloperidol 1,5 mg",Tablet,15000,74,1110000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,225.,2017-10-02,"Haloperidol 1,5 mg",Tablet,17500,65,1137500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,508,226.,2017-01-03,Haloperidol 2 mg,Tablet,730,134,97820
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,508,227.,2017-01-03,Haloperidol 2 mg,Tablet,500,134,67000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,512,228.,2017-01-03,Haloperidol 5 mg,Tablet,6384,98,625632
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,512,229.,2017-10-03,Haloperidol 5 mg,Tablet,15800,74,1169200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,515,230.,2017-01-03,Hemafort,Tablet,4184,726,3037584
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,515,231.,2017-01-03,Hemafort,Tablet,1,12918,12918
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,515,232.,2017-01-03,Hemafort,Tablet,20199,798,16118802
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,515,233.,2017-12-11,Hemafort,Tablet,46500,835,38827500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5179,234.,2017-10-13,"Hepatitis B 0,5 ml ADS",Vial,286,20900,5977400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5179,235.,2017-12-08,"Hepatitis B 0,5 ml ADS",Vial,300,20900,6270000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,236.,2017-01-03,Hidroklortiazida 25 mg,Tablet,775,39,30225
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,237.,2017-01-03,Hidroklortiazida 25 mg,Tablet,1332,40,53280
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,238.,2017-01-03,Hidroklortiazida 25 mg,Tablet,6000,171,1026000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,239.,2017-10-02,Hidroklortiazida 25 mg,Tablet,2000,171,342000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,534,240.,2017-10-02,"Hidrokortison krim 2,5 %",Tube,1408,2838,3995904
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,534,241.,2017-10-16,"Hidrokortison krim 2,5 %",Tube,1680,2838,4767840
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,828,242.,2017-01-03,Human Tetanus Imunoglobulin inj 250mg/ TETAGAM,Syringe,4,170000,680000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,558,243.,2017-01-03,Hyoscine -N- Butilbromide inj 20 mg/ml ( Scopamin inj / Buscopan inj ),Ampul,10,405,4050
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,558,244.,2017-01-03,Hyoscine -N- Butilbromide inj 20 mg/ml ( Scopamin inj / Buscopan inj ),Ampul,829,42849,35521821
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,558,245.,2017-01-03,Hyoscine -N- Butilbromide inj 20 mg/ml ( Scopamin inj / Buscopan inj ),Ampul,1,42379,42379
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2727,246.,2017-01-03,Hyoscine-N-Butilbromide tab 10 mg / Hyurex/Scopma/Spasmolit,Tablet,3336,2580,8606880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2727,247.,2017-01-03,Hyoscine-N-Butilbromide tab 10 mg / Hyurex/Scopma/Spasmolit,Tablet,10,1320,13200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2727,248.,2017-11-30,Hyoscine-N-Butilbromide tab 10 mg / Hyurex/Scopma/Spasmolit,Tablet,6100,3350,20435000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,581,249.,2017-10-03,Ibuprofen 200 mg,Tablet,988,108,106704
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,581,250.,2017-12-11,Ibuprofen 200 mg,Tablet,10000,121,1210000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,587,251.,2017-02-09,Ibuprofen 400 mg,Tablet,20,157,3140
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,569,252.,2017-01-03,Ibuprofen sirup 100 mg/5 ml,Botol,235,2560,601600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,569,253.,2017-11-30,Ibuprofen sirup 100 mg/5 ml,Botol,1400,2560,3584000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,594,254.,2017-01-03,Ichtyol salep,Pot,17,8200,139400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,594,255.,2017-01-03,Ichtyol salep,Pot,9,4400,39600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,594,256.,2017-12-11,Ichtyol salep,Pot,365,9430,3441950
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,619,257.,2017-01-03,Isoniazida 100 mg,Tablet,671,72,48312
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,619,258.,2017-09-12,Isoniazida 100 mg,Tablet,800,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,629,259.,2017-01-03,Isosorbid Dinitrat tablet sublingual 5 mg,Tablet,2592,98,254016
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,629,260.,2017-01-03,Isosorbid Dinitrat tablet sublingual 5 mg,Tablet,147,98,14406
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,629,261.,2017-11-30,Isosorbid Dinitrat tablet sublingual 5 mg,Tablet,3500,140,490000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,637,262.,2017-01-03,Kalium Diklofenak 50 mg,Tablet,70,778,54460
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,637,263.,2017-01-03,Kalium Diklofenak 50 mg,Tablet,90,708,63720
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,642,264.,2017-01-03,Kalnex tablet 500 mg,Tablet,15,1760,26400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,649,265.,2017-10-16,Kalsium Laktat 500 mg,Tablet,20982,57,1195974
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,649,266.,2017-11-30,Kalsium Laktat 500 mg,Tablet,40000,57,2280000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,657,267.,2017-01-03,Kanamisin inj 1 gr,Vial,4,8910,35640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,660,268.,2017-01-03,"Kaptopril 12,5 mg",Tablet,38988,69,2690172
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,665,269.,2017-01-03,Kaptopril 25 mg,Tablet,10011,72,720792
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,665,270.,2017-11-13,Kaptopril 25 mg,Tablet,85000,86,7310000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,669,271.,2017-01-03,Kaptopril 50 mg,Tablet,4946,141,697386
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,669,272.,2017-01-03,Kaptopril 50 mg,Tablet,1600,141,225600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,669,273.,2017-01-03,Kaptopril 50 mg,Tablet,572,141,80652
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,669,274.,2017-11-30,Kaptopril 50 mg,Tablet,8000,134,1072000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,674,275.,2017-02-09,Karbamazepin 200 mg,Tablet,1783,306,545598
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,674,276.,2017-05-21,Karbamazepin 200 mg,Tablet,6000,305,1830000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,674,277.,2017-10-16,Karbamazepin 200 mg,Tablet,15000,230,3450000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,674,278.,2017-11-30,Karbamazepin 200 mg,Tablet,10000,230,2300000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,7782,279.,2017-01-03,Kasa Pembalut Hidrofil 4 m x 15 cm (Bahan Obat-Obatan),roll,74,4000,296000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,679,280.,2017-03-09,Kelambu Malaria,Buah,87,44574,3877938
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,679,281.,2017-04-17,Kelambu Malaria,Buah,250,61077,15269250
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,477,282.,2017-01-03,Ketokonazol 200 mg,Tablet,3760,320,1203200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,477,283.,2017-01-03,Ketokonazol 200 mg,Tablet,250,320,80000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,477,284.,2017-11-30,Ketokonazol 200 mg,Tablet,5000,297,1485000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,687,285.,2017-01-03,Ketokonazol krim 2 %,Tube,260,2605,677300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,687,286.,2017-01-03,Ketokonazol krim 2 %,Tube,3,2632,7896
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,487,287.,2017-01-03,Klindamisin 150 mg,Kapsul,210,405,85050
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,487,288.,2017-01-03,Klindamisin 150 mg,Kapsul,50,405,20250
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,487,289.,2017-01-03,Klindamisin 150 mg,Kapsul,85,405,34425
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,492,290.,2017-11-30,Klindamisin 300 mg,Kapsul,2487,589,1464843
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,498,291.,2017-01-03,"Klonidin 0,15 mg",Tablet,2902,219,635538
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,498,292.,2017-01-03,"Klonidin 0,15 mg",Tablet,100,224,22400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,513,293.,2017-01-03,Kloramfenikol 250 mg,Kapsul,1677,275,461175
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,513,294.,2017-01-03,Kloramfenikol 250 mg,Kapsul,2000,275,550000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,513,295.,2017-01-03,Kloramfenikol 250 mg,Kapsul,2000,275,550000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,542,296.,2017-09-29,Kloramfenikol Salep Kulit 2% / Bufacetin Salep Kulit,Tube,1023,3327,3403521
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,297.,2017-11-06,Kloramfenikol Salep Mata 1%,Tube,580,1850,1073000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,298.,2017-12-11,Kloramfenikol Salep Mata 1%,Tube,100,1850,185000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,553,299.,2017-01-03,Kloramfenikol Suspensi 125 mg/5 ml,Botol,690,4000,2760000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,553,300.,2017-10-03,Kloramfenikol Suspensi 125 mg/5 ml,Botol,200,4982,996400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,576,301.,2017-10-11,"Kloramfenikol Tetes Mata 0,5% / Reco Tetes Mata / decacetin",Botol,1232,3850,4743200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,564,302.,2017-11-06,Kloramfenikol Tetes Telinga 3% / Reco Tetes Telinga,Botol,1116,9860,11003760
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,589,303.,2017-01-03,Klorfeniramina maleat 4 mg,Tablet,33503,45,1507635
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,589,304.,2017-11-30,Klorfeniramina maleat 4 mg,Tablet,4000,39,156000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,618,305.,2017-01-03,Klorpromazin 100 mg,Tablet,13071,162,2117502
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,618,306.,2017-01-03,Klorpromazin 100 mg,Tablet,20000,179,3580000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,612,307.,2017-01-03,Klorpromazin 25 mg,Tablet,1232,75,92400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,612,308.,2017-01-03,Klorpromazin 25 mg,Tablet,16000,170,2720000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,598,309.,2017-01-03,Klorpromazin Inj 25 mg/ml,Ampul,169,1425,240825
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,598,310.,2017-11-30,Klorpromazin Inj 25 mg/ml,Ampul,120,1349,161880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,604,311.,2017-01-03,Klorpromazin Inj 5 mg/ml,Ampul,10,1155,11550
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,624,312.,2017-01-03,Kodein 10 mg,Tablet,1368,550,752400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,624,313.,2017-10-02,Kodein 10 mg,Tablet,2000,632,1264000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,626,314.,2017-01-03,Kodein 15 mg,Tablet,648,935,605880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,641,315.,2017-01-03,Kotrimoksazol Dewasa Tab Kombinasi,Tablet,13771,152,2093192
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,641,316.,2017-01-03,Kotrimoksazol Dewasa Tab Kombinasi,Tablet,329,152,50008
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,641,317.,2017-01-03,Kotrimoksazol Dewasa Tab Kombinasi,Tablet,650,152,98800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,641,318.,2017-01-03,Kotrimoksazol Dewasa Tab Kombinasi,Tablet,279,152,42408
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,641,319.,2017-11-09,Kotrimoksazol Dewasa Tab Kombinasi,Tablet,500,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,656,320.,2017-07-19,Kotrimoksazol Forte 960 mg,Tablet,10000,327,3270000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,634,321.,2017-01-03,Kotrimoksazol Pediatrik Tab Kombinasi,Tablet,40,79,3160
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,647,322.,2017-10-02,Kotrimoksazol Suspensi Kombinasi,Botol,3097,2462,7624814
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,666,323.,2017-01-03,Lancar ASI,Tablet,202,1371,276942
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,671,324.,2017-01-03,Lanzoprazol 30 mg,Kapsul,5,521,2605
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,684,325.,2017-01-03,Lidokain Inj 2%,Ampul,759,875,664125
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,326.,2017-01-03,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,1535,2122,3257270
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,327.,2017-01-03,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,1500,2122,3183000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,328.,2017-11-13,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,900,2227,2004300
