SKPD,DINAS KESEHATANANY,,,,,,,,,,
Jenis Barang,"Bahan Obat-Obatan,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,Bahan LaboratoriumANY",,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,
,,,,,,,,,,,
Provinsi,Kabupaten,Nama SKPD,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2588,141.,2020-01-03,"Diazepam larutan rectal 5 mg/2,5 ml (Stesolid)",Tube,21,14459,303639
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2588,142.,2020-07-22,"Diazepam larutan rectal 5 mg/2,5 ml (Stesolid)",Tube,40,14459,578360
,,,,,,,,,Total:61,,Total:881.999
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2592,143.,2020-01-03,Diazepam tablet 2 mg,Tablet,2481,143,354783
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2592,144.,2020-01-03,Diazepam tablet 2 mg,Tablet,4000,86,344000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2592,145.,2020-11-09,Diazepam tablet 2 mg,Tablet,1000,86,86000
,,,,,,,,,Total:7.481,,Total:784.783
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2595,146.,2020-01-03,Diazepam tablet 5 mg,Tablet,662,109,72158
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2595,147.,2020-07-16,Diazepam tablet 5 mg,Tablet,1300,114,148200
,,,,,,,,,Total:1.962,,Total:220.358
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,706,148.,2020-07-28,Dietilkarbamazin sitrat 100 mg,Tablet,145256,182,26436592
,,,,,,,,,Total:145.256,,Total:26.436.592
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,744,149.,2020-01-03,Difenhidramin inj 10 mg/ml,ampul,99,1262,124938
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,744,150.,2020-09-03,Difenhidramin inj 10 mg/ml,ampul,90,1347,121230
,,,,,,,,,Total:189,,Total:246.168
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,754,151.,2020-01-03,"Digoksin 0,25 mg",Tablet,1971,104,204984
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,754,152.,2020-11-09,"Digoksin 0,25 mg",Tablet,1700,104,176800
,,,,,,,,,Total:3.671,,Total:381.784
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,717,153.,2020-01-03,Diltiazem 30 mg,Tablet,2520,143,360360
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,717,154.,2020-01-03,Diltiazem 30 mg,Tablet,1500,136,204000
,,,,,,,,,Total:4.020,,Total:564.360
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,768,155.,2020-01-03,Dimenhidrinat 50 mg,Tablet,1806,121,218526
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,768,156.,2020-01-03,Dimenhidrinat 50 mg,Tablet,2000,129,258000
,,,,,,,,,Total:3.806,,Total:476.526
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,779,157.,2020-12-10,Doksisiklin 100 mg,Kapsul,1,946,946
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,779,158.,2020-12-10,Doksisiklin 100 mg,Kapsul,999,646,645354
,,,,,,,,,Total:1.000,,Total:646.300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,786,159.,2020-01-03,Domperidone 10 mg,Tablet,4955,96,475680
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,786,160.,2020-11-09,Domperidone 10 mg,Tablet,35000,96,3360000
,,,,,,,,,Total:39.955,,Total:3.835.680
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,799,161.,2020-01-03,Domperindon suspensi 5 mg/5 ml,Botol,2338,2862,6691356
,,,,,,,,,Total:2.338,,Total:6.691.356
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,846,162.,2020-01-03,"Epinefrin (Adrenalin) inj 0,1 % (sbg HCI)",ampul,98,1518,148764
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,846,163.,2020-12-08,"Epinefrin (Adrenalin) inj 0,1 % (sbg HCI)",ampul,200,1518,303600
,,,,,,,,,Total:298,,Total:452.364
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,853,164.,2020-08-05,Eritromisin 250 mg,Kapsul,500,679,339500
,,,,,,,,,Total:500,,Total:339.500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,857,165.,2020-01-03,Eritromisin 500 mg,Kapsul,2438,781,1904078
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,857,166.,2020-12-10,Eritromisin 500 mg,Kapsul,2500,800,2000000
,,,,,,,,,Total:4.938,,Total:3.904.078
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,866,167.,2020-12-10,Eritromisin syrup 200 mg/5 ml,Botol,250,13233,3308250
,,,,,,,,,Total:250,,Total:3.308.250
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,168.,2020-01-03,Fenobarbital tablet 30 mg,Tablet,1693,43,72799
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,169.,2020-01-03,Fenobarbital tablet 30 mg,Tablet,5000,197,985000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,537,170.,2020-08-18,Fenobarbital tablet 30 mg,Tablet,3000,197,591000
,,,,,,,,,Total:9.693,,Total:1.648.799
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,548,171.,2020-08-05,Fenolgliserol TT 10 %,Botol,1415,2764,3911060
,,,,,,,,,Total:1.415,,Total:3.911.060
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,567,172.,2020-08-14,Fitomenadion (Vitamin K) injeksi 2 mg/ml / Vitka Infant,ampul,490,4236,2075640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,567,173.,2020-08-27,Fitomenadion (Vitamin K) injeksi 2 mg/ml / Vitka Infant,ampul,1200,4236,5083200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,567,174.,2020-08-31,Fitomenadion (Vitamin K) injeksi 2 mg/ml / Vitka Infant,ampul,5,0,0
,,,,,,,,,Total:1.695,,Total:7.158.840
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,175.,2020-01-03,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,36,790,28440
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,176.,2020-01-03,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,2500,873,2182500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,557,177.,2020-07-28,Fitomenadion (Vitamin K) tablet salut gula 10 mg,Tablet,2500,873,2182500
,,,,,,,,,Total:5.036,,Total:4.393.440
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,599,178.,2020-01-03,Furosemid inj 10 mg/ml,ampul,25,1555,38875
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,599,179.,2020-07-16,Furosemid inj 10 mg/ml,ampul,25,1555,38875
,,,,,,,,,Total:50,,Total:77.750
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,180.,2020-01-03,Furosemid tablet 40 mg,Tablet,1822,84,153048
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,181.,2020-04-03,Furosemid tablet 40 mg,Tablet,1,127,127
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,182.,2020-04-03,Furosemid tablet 40 mg,Tablet,2199,83,182517
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,603,183.,2020-10-05,Furosemid tablet 40 mg,Tablet,9000,84,756000
,,,,,,,,,Total:13.022,,Total:1.091.692
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,614,184.,2020-01-03,Garam Oralit,Sachet,12947,263,3405061
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,614,185.,2020-07-30,Garam Oralit,Sachet,15000,281,4215000
,,,,,,,,,Total:27.947,,Total:7.620.061
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,582,186.,2020-01-03,"Gentamisin Salep Kulit 0,1 %",Tube,339,4620,1566180
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,582,187.,2020-12-10,"Gentamisin Salep Kulit 0,1 %",Tube,300,2937,881100
,,,,,,,,,Total:639,,Total:2.447.280
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2660,188.,2020-01-03,"Gentamisin Salep Mata 0,3% / GENOINT",Tube,395,3400,1343000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2660,189.,2020-01-03,"Gentamisin Salep Mata 0,3% / GENOINT",Tube,1488,3075,4575600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2660,190.,2020-01-03,"Gentamisin Salep Mata 0,3% / GENOINT",Tube,960,3075,2952000
,,,,,,,,,Total:2.843,,Total:8.870.600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,570,191.,2020-01-03,"Gentamisin Sulfat TM 0,3 %",Botol,1333,4885,6511705
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,570,192.,2020-01-03,"Gentamisin Sulfat TM 0,3 %",Botol,50,7051,352550
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,570,193.,2020-01-30,"Gentamisin Sulfat TM 0,3 %",Botol,390,4885,1905150
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,570,194.,2020-10-01,"Gentamisin Sulfat TM 0,3 %",Botol,2400,4885,11724000
,,,,,,,,,Total:4.173,,Total:20.493.405
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,561,195.,2020-01-03,Gentian Violet larutan 1 %,Botol,389,2000,778000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,561,196.,2020-01-03,Gentian Violet larutan 1 %,Botol,500,2500,1250000
,,,,,,,,,Total:889,,Total:2.028.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,550,197.,2020-01-03,Glibenklamid 5 mg,Tablet,4050,137,554850
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,550,198.,2020-04-03,Glibenklamid 5 mg,Tablet,4700,137,643900
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,550,199.,2020-07-21,Glibenklamid 5 mg,Tablet,1,12671,12671
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,550,200.,2020-07-21,Glibenklamid 5 mg,Tablet,22999,124,2851876
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,550,201.,2020-08-05,Glibenklamid 5 mg,Tablet,20000,137,2740000
,,,,,,,,,Total:51.750,,Total:6.803.297
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,532,202.,2020-01-03,Glimepirid 2 mg,Tablet,11746,207,2431422
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,532,203.,2020-07-16,Glimepirid 2 mg,Tablet,25000,207,5175000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,532,204.,2020-07-21,Glimepirid 2 mg,Tablet,1,1642,1642
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,532,205.,2020-07-21,Glimepirid 2 mg,Tablet,7999,188,1503812
,,,,,,,,,Total:44.746,,Total:9.111.876
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,206.,2020-04-03,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,5373,132,709236
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,207.,2020-07-21,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,1,20937,20937
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,208.,2020-07-21,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,20999,147,3086853
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,209.,2020-12-10,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,1,12833,12833
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,482,210.,2020-12-10,Gliseril Guaiakolat 100 mg / Guafenisin,Tablet,19999,233,4659767
,,,,,,,,,Total:46.373,,Total:8.489.626
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,479,211.,2020-01-03,Glukosa larutan infus 5%,Botol,88,7363,647944
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,479,212.,2020-06-16,Glukosa larutan infus 5%,Botol,600,7363,4417800
,,,,,,,,,Total:688,,Total:5.065.744
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,490,213.,2020-01-03,Griseofulvin 125 mg,Tablet,2530,223,564190
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,490,214.,2020-01-03,Griseofulvin 125 mg,Tablet,3000,238,714000
,,,,,,,,,Total:5.530,,Total:1.278.190
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2730,215.,2020-01-03,H2O2,Botol,13,4032,52416
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2730,216.,2020-08-05,H2O2,Botol,50,4032,201600
,,,,,,,,,Total:63,,Total:254.016
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,13580,217.,2020-12-23,HBIG,Ampul,13,1325000,17225000
,,,,,,,,,Total:13,,Total:17.225.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,496,218.,2020-01-03,"Haloperidol 0,5 mg",Tablet,4330,55,238150
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,496,219.,2020-11-09,"Haloperidol 0,5 mg",Tablet,5000,55,275000
,,,,,,,,,Total:9.330,,Total:513.150
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,220.,2020-01-03,"Haloperidol 1,5 mg",Tablet,3782,59,223138
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,500,221.,2020-11-09,"Haloperidol 1,5 mg",Tablet,10000,59,590000
,,,,,,,,,Total:13.782,,Total:813.138
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,508,222.,2020-07-29,Haloperidol 2 mg,Tablet,300,90,27000
,,,,,,,,,Total:300,,Total:27.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,512,223.,2020-01-03,Haloperidol 5 mg,Tablet,3742,60,224520
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,512,224.,2020-07-16,Haloperidol 5 mg,Tablet,15000,60,900000
,,,,,,,,,Total:18.742,,Total:1.124.520
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,17177,225.,2020-07-29,Haloperidol drops 2 mg/ml,Botol,15,22516,337740
,,,,,,,,,Total:15,,Total:337.740
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5179,226.,2020-09-23,"Hepatitis B 0,5 ml ADS",Vial,72,25597,1842984
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5179,227.,2020-11-16,"Hepatitis B 0,5 ml ADS",Vial,200,25597,5119400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5179,228.,2020-12-23,"Hepatitis B 0,5 ml ADS",Vial,300,23270,6981000
,,,,,,,,,Total:572,,Total:13.943.384
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,229.,2020-01-03,Hidroklortiazida 25 mg,Tablet,5988,171,1023948
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,230.,2020-01-03,Hidroklortiazida 25 mg,Tablet,2000,171,342000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,528,231.,2020-10-05,Hidroklortiazida 25 mg,Tablet,1500,178,267000
,,,,,,,,,Total:9.488,,Total:1.632.948
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,534,232.,2020-01-03,"Hidrokortison krim 2,5 %",Tube,630,2533,1595790
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,534,233.,2020-01-03,"Hidrokortison krim 2,5 %",Tube,2304,2533,5836032
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,534,234.,2020-01-03,"Hidrokortison krim 2,5 %",Tube,696,2533,1762968
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,534,235.,2020-10-05,"Hidrokortison krim 2,5 %",Tube,1500,2533,3799500
,,,,,,,,,Total:5.130,,Total:12.994.290
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,828,236.,2020-01-03,Human Tetanus Imunoglobulin inj 250mg/ TETAGAM,Syringe,9,188663,1697967
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,828,237.,2020-07-16,Human Tetanus Imunoglobulin inj 250mg/ TETAGAM,Syringe,55,188663,10376465
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,828,238.,2020-11-25,Human Tetanus Imunoglobulin inj 250mg/ TETAGAM,Syringe,78,188663,14715714
,,,,,,,,,Total:142,,Total:26.790.146
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,558,239.,2020-01-03,Hyoscine -N- Butilbromide inj 20 mg/ml ( Scopamin inj / Buscopan inj ),Ampul,685,42849,29351565
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,558,240.,2020-01-03,Hyoscine -N- Butilbromide inj 20 mg/ml ( Scopamin inj / Buscopan inj ),Ampul,1,42379,42379
,,,,,,,,,Total:686,,Total:29.393.944
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2727,241.,2020-01-03,Hyoscine-N-Butilbromide tab 10 mg / Hyurex/Scopma/Spasmolit,Tablet,752,1210,909920
,,,,,,,,,Total:752,,Total:909.920
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,587,242.,2020-01-03,Ibuprofen 400 mg,Tablet,15594,288,4491072
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,587,243.,2020-07-21,Ibuprofen 400 mg,Tablet,15300,528,8078400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,587,244.,2020-12-10,Ibuprofen 400 mg,Tablet,20000,600,12000000
,,,,,,,,,Total:50.894,,Total:24.569.472
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,569,245.,2020-01-03,Ibuprofen sirup 100 mg/5 ml,Botol,369,2858,1054602
,,,,,,,,,Total:369,,Total:1.054.602
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,594,246.,2020-01-03,Ichtyol salep,Pot,57,6787,386859
,,,,,,,,,Total:57,,Total:386.859
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,619,247.,2020-01-03,Isoniazida 100 mg,Tablet,91,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,619,248.,2020-01-03,Isoniazida 100 mg,Tablet,299,152,45448
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,619,249.,2020-01-03,Isoniazida 100 mg,Tablet,1,252,252
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,619,250.,2020-04-29,Isoniazida 100 mg,Tablet,1000,282,282000
,,,,,,,,,Total:1.391,,Total:327.700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,622,251.,2020-01-03,Isoniazida 300 mg,Tablet,800,173,138400
,,,,,,,,,Total:800,,Total:138.400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,629,252.,2020-01-03,Isosorbid Dinitrat tablet sublingual 5 mg,Tablet,3359,89,298951
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,629,253.,2020-12-10,Isosorbid Dinitrat tablet sublingual 5 mg,Tablet,5000,440,2200000
,,,,,,,,,Total:8.359,,Total:2.498.951
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,637,254.,2020-01-03,Kalium Diklofenak 50 mg,Tablet,790,660,521400
,,,,,,,,,Total:790,,Total:521.400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,649,255.,2020-09-24,Kalsium Laktat 500 mg,Tablet,55741,63,3511683
,,,,,,,,,Total:55.741,,Total:3.511.683
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,660,256.,2020-01-03,"Kaptopril 12,5 mg",Tablet,23743,69,1638267
,,,,,,,,,Total:23.743,,Total:1.638.267
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,665,257.,2020-01-03,Kaptopril 25 mg,Tablet,22300,165,3679500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,665,258.,2020-12-10,Kaptopril 25 mg,Tablet,1,3181,3181
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,665,259.,2020-12-10,Kaptopril 25 mg,Tablet,24999,181,4524819
,,,,,,,,,Total:47.300,,Total:8.207.500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,674,260.,2020-07-21,Karbamazepin 200 mg,Tablet,1440,227,326880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,674,261.,2020-08-12,Karbamazepin 200 mg,Tablet,7500,250,1875000
,,,,,,,,,Total:8.940,,Total:2.201.880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,679,262.,2020-01-03,Kelambu Malaria,Buah,145,61077,8856165
,,,,,,,,,Total:145,,Total:8.856.165
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,477,263.,2020-01-03,Ketokonazol 200 mg,Tablet,1660,286,474760
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,477,264.,2020-01-03,Ketokonazol 200 mg,Tablet,5000,305,1525000
,,,,,,,,,Total:6.660,,Total:1.999.760
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,687,265.,2020-01-03,Ketokonazol krim 2 %,Tube,411,2577,1059147
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,687,266.,2020-01-03,Ketokonazol krim 2 %,Tube,200,2577,515400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,687,267.,2020-09-02,Ketokonazol krim 2 %,Tube,1275,2577,3285675
,,,,,,,,,Total:1.886,,Total:4.860.222
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,487,268.,2020-01-03,Klindamisin 150 mg,Kapsul,264,803,211992
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,487,269.,2020-08-13,Klindamisin 150 mg,Kapsul,3500,803,2810500
,,,,,,,,,Total:3.764,,Total:3.022.492
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,513,270.,2020-01-03,Kloramfenikol 250 mg,Kapsul,1395,748,1043460
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,513,271.,2020-12-10,Kloramfenikol 250 mg,Kapsul,1,2837,2837
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,513,272.,2020-12-10,Kloramfenikol 250 mg,Kapsul,2699,677,1827223
,,,,,,,,,Total:4.095,,Total:2.873.520
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,14777,273.,2020-04-03,Kloramfenikol 500 mg,Kapsul,1596,1254,2001384
,,,,,,,,,Total:1.596,,Total:2.001.384
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,542,274.,2020-01-03,Kloramfenikol Salep Kulit 2% / Bufacetin Salep Kulit,Tube,370,3360,1243200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,542,275.,2020-01-03,Kloramfenikol Salep Kulit 2% / Bufacetin Salep Kulit,Tube,1440,3585,5162400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,542,276.,2020-01-03,Kloramfenikol Salep Kulit 2% / Bufacetin Salep Kulit,Tube,24,3585,86040
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,542,277.,2020-01-03,Kloramfenikol Salep Kulit 2% / Bufacetin Salep Kulit,Tube,48,3585,172080
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,542,278.,2020-07-30,Kloramfenikol Salep Kulit 2% / Bufacetin Salep Kulit,Tube,1272,3585,4560120
,,,,,,,,,Total:3.154,,Total:11.223.840
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,279.,2020-01-03,Kloramfenikol Salep Mata 1%,Tube,322,1925,619850
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,280.,2020-01-03,Kloramfenikol Salep Mata 1%,Tube,1000,1925,1925000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,281.,2020-01-03,Kloramfenikol Salep Mata 1%,Tube,864,2054,1774656
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,282.,2020-01-03,Kloramfenikol Salep Mata 1%,Tube,336,2054,690144
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,283.,2020-01-03,Kloramfenikol Salep Mata 1%,Tube,152,1925,292600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,531,284.,2020-01-03,Kloramfenikol Salep Mata 1%,Tube,1048,2054,2152592
,,,,,,,,,Total:3.722,,Total:7.454.842
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,553,285.,2020-12-10,Kloramfenikol Suspensi 125 mg/5 ml,Botol,200,15900,3180000
